Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Put $305.00,STO,4,$0.83 ,$331.98 
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Call $317.50,STO,5,$1.33 ,$664.98 
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Call $317.50,STO,4,$1.33 ,$531.98 
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Call $317.50,STO,5,$1.33 ,$664.98 
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Call $320.00,BTO,4,$0.78 ,($312.00)
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Call $320.00,BTO,5,$0.78 ,($390.00)
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Call $320.00,BTO,5,$0.78 ,($390.00)
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Put $307.50,STC,1,$1.31 ,$130.98 
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Put $307.50,STC,1,$1.31 ,$130.98 
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Put $310.00,BTC,2,$2.06 ,($412.00)
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Call $332.50,STC,12,$0.06 ,$71.96 
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Put $307.50,STC,12,$1.19 ,"$1,427.95 "
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Call $330.00,BTC,12,$0.09 ,($108.00)
8/3/23,8/3/23,8/4/23,META,META 8/4/2023 Put $310.00,BTC,12,$1.91 ,"($2,292.00)"
8/2/23,8/2/23,8/3/23,META,META 8/4/2023 Call $332.50,STC,1,$0.10 ,$9.98 
8/2/23,8/2/23,8/3/23,META,META 8/4/2023 Call $330.00,BTC,1,$0.17 ,($17.00)
8/2/23,8/2/23,8/3/23,META,META 8/4/2023 Call $332.50,STC,1,$0.10 ,$9.98 
8/2/23,8/2/23,8/3/23,META,META 8/4/2023 Call $330.00,BTC,1,$0.17 ,($17.00)
8/1/23,8/1/23,8/2/23,META,META 8/4/2023 Call $332.50,BTO,14,$0.71 ,($994.00)
8/1/23,8/1/23,8/2/23,META,META 8/4/2023 Put $307.50,BTO,14,$0.82 ,"($1,148.00)"
8/1/23,8/1/23,8/2/23,META,META 8/4/2023 Call $330.00,STO,14,$1.03 ,"$1,441.95 "
8/1/23,8/1/23,8/2/23,META,META 8/4/2023 Put $310.00,STO,14,$1.20 ,"$1,679.95 "
8/1/23,8/1/23,8/2/23,META,META 8/4/2023 Call $320.00,BTC,12,$3.51 ,"($4,212.00)"
8/1/23,8/1/23,8/2/23,META,META 8/4/2023 Call $322.50,STC,12,$2.58 ,"$3,095.94 "
8/1/23,8/1/23,8/2/23,META,META 8/4/2023 Call $320.00,BTC,4,$3.55 ,"($1,420.00)"
8/1/23,8/1/23,8/2/23,META,META 8/4/2023 Call $322.50,STC,4,$2.62 ,"$1,047.98 "
7/28/23,7/28/23,7/31/23,META,META 8/4/2023 Call $320.00,STO,11,$6.35 ,"$6,984.91 "
7/28/23,7/28/23,7/31/23,META,META 8/4/2023 Call $322.50,BTO,11,$5.20 ,"($5,720.00)"
7/28/23,7/28/23,7/31/23,,ACH Deposit,ACH,,,"$1,500.00 "
7/28/23,7/28/23,7/31/23,META,META 8/4/2023 Call $320.00,STO,5,$5.95 ,"$2,974.96 "
7/28/23,7/28/23,7/31/23,META,META 8/4/2023 Call $322.50,BTO,5,$4.85 ,"($2,425.00)"
7/28/23,7/28/23,7/31/23,AMD,AMD 7/28/2023 Put $108.00,STC,3,$0.02 ,$5.98 
7/28/23,7/28/23,7/31/23,AMD,AMD 7/28/2023 Put $108.00,STC,2,$0.02 ,$3.98 
7/28/23,7/28/23,7/31/23,AMD,AMD 7/28/2023 Put $109.00,BTC,5,$0.04 ,($20.00)
7/28/23,7/28/23,7/31/23,AMD,AMD 7/28/2023 Put $108.00,STC,1,$0.02 ,$1.98 
7/28/23,7/28/23,7/31/23,AMD,AMD 7/28/2023 Put $109.00,BTC,1,$0.04 ,($4.00)
7/28/23,7/28/23,7/28/23,,Gold Fee,GOLD,,,($5.00)
7/27/23,7/27/23,7/28/23,AMD,AMD 7/28/2023 Put $108.00,STC,1,$0.04 ,$3.98 
7/27/23,7/27/23,7/28/23,AMD,AMD 7/28/2023 Put $109.00,BTC,1,$0.07 ,($7.00)
7/27/23,7/27/23,7/28/23,META,META 7/28/2023 Call $312.50,STC,1,$11.52 ,"$1,151.98 "
7/27/23,7/27/23,7/28/23,META,META 7/28/2023 Call $310.00,BTC,1,$13.72 ,"($1,372.00)"
7/26/23,7/26/23,7/27/23,META,META 7/28/2023 Call $312.50,BTO,1,$7.20 ,($720.00)
7/26/23,7/26/23,7/27/23,META,META 7/28/2023 Call $310.00,STO,1,$8.00 ,$799.98 
7/26/23,7/26/23,7/27/23,META,META 7/28/2023 Put $290.00,BTC,1,$10.68 ,"($1,068.00)"
7/26/23,7/26/23,7/27/23,META,META 7/28/2023 Put $287.50,STC,1,$9.58 ,$957.98 
7/24/23,7/24/23,7/25/23,META,META 7/28/2023 Put $290.00,STO,1,$12.04 ,"$1,203.98 "
7/24/23,7/24/23,7/25/23,META,META 7/28/2023 Put $287.50,BTO,1,$10.89 ,"($1,089.00)"
7/24/23,7/24/23,7/25/23,META,META 7/28/2023 Call $307.50,STC,1,$8.42 ,$841.98 
7/24/23,7/24/23,7/25/23,META,META 7/28/2023 Call $305.00,BTC,1,$9.27 ,($927.00)
7/24/23,7/24/23,7/25/23,AMD,AMD 7/28/2023 Put $108.00,BTO,2,$1.26 ,($252.00)
7/24/23,7/24/23,7/25/23,AMD,AMD 7/28/2023 Put $109.00,STO,2,$1.61 ,$321.98 
7/24/23,7/24/23,7/25/23,COIN,COIN 7/28/2023 Put $100.00,BTC,4,$5.00 ,"($2,000.00)"
7/24/23,7/24/23,7/25/23,COIN,COIN 7/28/2023 Put $99.00,STC,4,$4.35 ,"$1,739.97 "
7/21/23,7/21/23,7/24/23,TSLA,TSLA 7/21/2023 Put $300.00,OASGN,1,,
7/21/23,7/21/23,7/25/23,TSLA,"Tesla
CUSIP: 88160R101
1 TSLA Option Assigned",Buy,100,$300.00 ,"($30,000.00)"
7/21/23,7/21/23,7/24/23,TSLA,TSLA 7/21/2023 Put $280.00,OEXCS,1S,,
7/21/23,7/21/23,7/25/23,TSLA,"Tesla
CUSIP: 88160R101
1 TSLA Option Exercised",Sell,100,$280.00 ,"$27,999.76 "
7/21/23,7/21/23,7/24/23,COIN,COIN 7/28/2023 Put $100.00,STO,4,$3.86 ,"$1,543.97 "
7/21/23,7/21/23,7/24/23,COIN,COIN 7/28/2023 Put $99.00,BTO,4,$3.43 ,"($1,372.00)"
7/21/23,7/21/23,7/24/23,META,META 7/28/2023 Call $305.00,STO,1,$12.37 ,"$1,236.98 "
7/21/23,7/21/23,7/24/23,META,META 7/28/2023 Call $307.50,BTO,1,$11.41 ,"($1,141.00)"
7/21/23,7/21/23,7/24/23,AMD,AMD 7/28/2023 Put $108.00,BTO,1,$1.65 ,($165.00)
7/21/23,7/21/23,7/24/23,AMD,AMD 7/28/2023 Put $109.00,STO,1,$2.02 ,$201.98 
7/21/23,7/21/23,7/24/23,AMD,AMD 7/28/2023 Put $108.00,BTO,2,$1.65 ,($330.00)
7/21/23,7/21/23,7/24/23,AMD,AMD 7/28/2023 Put $109.00,STO,2,$2.02 ,$403.98 
7/21/23,7/21/23,7/24/23,AMD,AMD 7/28/2023 Put $108.00,BTO,2,$1.65 ,($330.00)
7/21/23,7/21/23,7/24/23,AMD,AMD 7/28/2023 Put $109.00,STO,2,$2.02 ,$403.98 
7/21/23,7/21/23,7/24/23,CRWD,CRWD 7/21/2023 Put $150.00,BTC,4,$1.02 ,($408.00)
7/21/23,7/21/23,7/24/23,CRWD,CRWD 7/21/2023 Put $149.00,STC,4,$0.56 ,$223.98 
7/20/23,7/20/23,7/21/23,TSLA,TSLA 7/21/2023 Call $325.00,STC,1,$0.10 ,$9.98 
7/20/23,7/20/23,7/21/23,TSLA,TSLA 7/21/2023 Call $300.00,BTC,1,$0.41 ,($41.00)
7/19/23,7/19/23,7/20/23,CRWD,CRWD 7/21/2023 Put $150.00,STO,1,$0.30 ,$29.98 
7/19/23,7/19/23,7/20/23,CRWD,CRWD 7/21/2023 Put $150.00,STO,1,$0.30 ,$29.98 
7/19/23,7/19/23,7/20/23,CRWD,CRWD 7/21/2023 Put $149.00,BTO,1,$0.23 ,($23.00)
7/19/23,7/19/23,7/20/23,CRWD,CRWD 7/21/2023 Put $149.00,BTO,1,$0.23 ,($23.00)
7/19/23,7/19/23,7/20/23,CRWD,CRWD 7/21/2023 Put $150.00,STO,1,$0.30 ,$29.98 
7/19/23,7/19/23,7/20/23,CRWD,CRWD 7/21/2023 Put $150.00,STO,1,$0.30 ,$29.98 
7/19/23,7/19/23,7/20/23,CRWD,CRWD 7/21/2023 Put $149.00,BTO,1,$0.23 ,($23.00)
7/19/23,7/19/23,7/20/23,CRWD,CRWD 7/21/2023 Put $149.00,BTO,1,$0.23 ,($23.00)
7/19/23,7/19/23,7/20/23,TSLA,TSLA 7/21/2023 Call $300.00,STO,1,$10.45 ,"$1,044.98 "
7/19/23,7/19/23,7/20/23,TSLA,TSLA 7/21/2023 Put $300.00,STO,1,$11.55 ,"$1,154.98 "
7/19/23,7/19/23,7/20/23,TSLA,TSLA 7/21/2023 Put $280.00,BTO,1,$3.40 ,($340.00)
7/19/23,7/19/23,7/20/23,TSLA,TSLA 7/21/2023 Call $325.00,BTO,1,$3.30 ,($330.00)
7/19/23,7/19/23,7/20/23,TSLA,TSLA 7/21/2023 Put $270.00,BTC,5,$1.69 ,($845.00)
7/19/23,7/19/23,7/20/23,TSLA,TSLA 7/21/2023 Put $267.50,STC,5,$1.39 ,$694.98 
7/19/23,7/19/23,7/20/23,TSLA,TSLA 7/21/2023 Put $270.00,BTC,1,$1.69 ,($169.00)
7/19/23,7/19/23,7/20/23,TSLA,TSLA 7/21/2023 Put $267.50,STC,1,$1.39 ,$138.98 
7/14/23,7/14/23,7/17/23,TSLA,TSLA 7/21/2023 Put $270.00,STO,1,$6.69 ,$668.98 
7/14/23,7/14/23,7/17/23,TSLA,TSLA 7/21/2023 Put $270.00,STO,5,$6.69 ,"$3,344.96 "
7/14/23,7/14/23,7/17/23,TSLA,TSLA 7/21/2023 Put $267.50,BTO,1,$5.77 ,($577.00)
7/14/23,7/14/23,7/17/23,TSLA,TSLA 7/21/2023 Put $267.50,BTO,5,$5.77 ,"($2,885.00)"
7/14/23,7/14/23,7/17/23,TSLA,TSLA 7/14/2023 Put $267.50,STC,4,$0.04 ,$15.98 
7/14/23,7/14/23,7/17/23,TSLA,TSLA 7/14/2023 Put $270.00,BTC,4,$0.09 ,($36.00)
7/13/23,7/13/23,7/14/23,TSLA,TSLA 7/14/2023 Put $270.00,STO,4,$2.29 ,$915.98 
7/13/23,7/13/23,7/14/23,TSLA,TSLA 7/14/2023 Put $267.50,BTO,4,$1.41 ,($564.00)
7/13/23,7/13/23,7/14/23,AMD,AMD 7/14/2023 Put $114.00,BTC,10,$1.00 ,"($1,000.00)"
7/13/23,7/13/23,7/14/23,AMD,AMD 7/14/2023 Put $113.00,STC,10,$0.60 ,$599.97 
7/10/23,7/10/23,7/11/23,AMD,AMD 7/14/2023 Put $113.00,BTO,10,$1.78 ,"($1,780.00)"
7/10/23,7/10/23,7/11/23,AMD,AMD 7/14/2023 Put $114.00,STO,10,$2.28 ,"$2,279.96 "
7/7/23,7/7/23,7/10/23,NVDA,NVDA 7/7/2023 Call $422.50,STC,30,$6.59 ,"$19,769.77 "
7/7/23,7/7/23,7/10/23,NVDA,NVDA 7/7/2023 Call $420.00,BTC,30,$9.04 ,"($27,120.00)"
7/6/23,7/6/23,7/7/23,NVDA,NVDA 7/7/2023 Call $422.50,BTO,30,$1.97 ,"($5,910.00)"
7/6/23,7/6/23,7/7/23,NVDA,NVDA 7/7/2023 Call $420.00,STO,30,$2.67 ,"$8,009.86 "
7/6/23,7/6/23,7/7/23,TSLA,TSLA 7/7/2023 Put $275.00,BTC,7,$2.86 ,"($2,002.00)"
7/6/23,7/6/23,7/7/23,TSLA,TSLA 7/7/2023 Put $272.50,STC,7,$1.93 ,"$1,350.96 "
7/6/23,7/6/23,7/7/23,META,META 7/7/2023 Put $292.50,STC,45,$2.93 ,"$13,184.78 "
7/6/23,7/6/23,7/7/23,META,META 7/7/2023 Put $295.00,BTC,45,$4.48 ,"($20,160.00)"
7/5/23,7/5/23,7/6/23,META,META 7/7/2023 Put $292.50,BTO,45,$4.59 ,"($20,655.00)"
7/5/23,7/5/23,7/6/23,META,META 7/7/2023 Put $295.00,STO,45,$6.19 ,"$27,854.66 "
7/5/23,7/5/23,7/6/23,COIN,COIN 7/7/2023 Put $74.00,STC,45,$1.06 ,"$4,769.85 "
7/5/23,7/5/23,7/6/23,COIN,COIN 7/7/2023 Put $75.00,BTC,45,$1.44 ,"($6,480.00)"
7/5/23,7/5/23,7/6/23,COIN,COIN 7/7/2023 Put $74.00,STC,10,$1.28 ,"$1,279.96 "
7/5/23,7/5/23,7/6/23,COIN,COIN 7/7/2023 Put $75.00,BTC,10,$1.68 ,"($1,680.00)"
7/3/23,7/3/23,7/5/23,TSLA,TSLA 7/7/2023 Put $275.00,STO,1,$4.15 ,$414.98 
7/3/23,7/3/23,7/5/23,TSLA,TSLA 7/7/2023 Put $272.50,BTO,1,$3.20 ,($320.00)
7/3/23,7/3/23,7/5/23,TSLA,TSLA 7/7/2023 Put $275.00,STO,6,$3.74 ,"$2,243.97 "
7/3/23,7/3/23,7/5/23,TSLA,TSLA 7/7/2023 Put $272.50,BTO,6,$2.89 ,"($1,734.00)"
7/3/23,7/3/23,7/5/23,,ACH Deposit,ACH,,,"$2,000.00 "
7/3/23,7/3/23,7/5/23,COIN,COIN 7/7/2023 Put $74.00,BTO,55,$1.93 ,"($10,615.00)"
7/3/23,7/3/23,7/5/23,COIN,COIN 7/7/2023 Put $75.00,STO,55,$2.38 ,"$13,089.76 "
7/3/23,7/3/23,7/5/23,SPY,SPY 7/5/2023 Put $438.00,STC,2,$0.15 ,$29.98 
7/3/23,7/3/23,7/5/23,SPY,SPY 7/5/2023 Put $438.00,STC,1,$0.15 ,$14.98 
7/3/23,7/3/23,7/5/23,SPY,SPY 7/5/2023 Put $438.00,STC,4,$0.15 ,$59.98 
7/3/23,7/3/23,7/5/23,SPY,SPY 7/5/2023 Put $438.00,STC,4,$0.15 ,$59.98 
7/3/23,7/3/23,7/5/23,SPY,SPY 7/3/2023 Put $440.00,BTC,11,$0.06 ,($66.00)
7/3/23,7/3/23,7/5/23,META,META 7/7/2023 Put $282.50,STC,4,$2.05 ,$819.98 
7/3/23,7/3/23,7/5/23,META,META 7/7/2023 Put $282.50,STC,2,$2.02 ,$403.98 
7/3/23,7/3/23,7/5/23,META,META 7/7/2023 Put $285.00,BTC,2,$3.02 ,($604.00)
7/3/23,7/3/23,7/5/23,META,META 7/7/2023 Put $285.00,BTC,4,$3.05 ,"($1,220.00)"
6/30/23,6/30/23,6/30/23,,Interest Payment,INT,,,$9.16 
6/30/23,6/30/23,7/3/23,SPY,SPY 7/5/2023 Put $438.00,BTO,11,$0.38 ,($418.00)
6/30/23,6/30/23,7/3/23,SPY,SPY 7/3/2023 Put $440.00,STO,11,$0.44 ,$483.96 
6/30/23,6/30/23,7/3/23,META,META 7/7/2023 Put $282.50,BTO,2,$2.38 ,($476.00)
6/30/23,6/30/23,7/3/23,META,META 7/7/2023 Put $282.50,BTO,2,$2.38 ,($476.00)
6/30/23,6/30/23,7/3/23,META,META 7/7/2023 Put $282.50,BTO,1,$2.38 ,($238.00)
6/30/23,6/30/23,7/3/23,META,META 7/7/2023 Put $282.50,BTO,1,$2.38 ,($238.00)
6/30/23,6/30/23,7/3/23,META,META 7/7/2023 Put $285.00,STO,2,$3.30 ,$659.98 
6/30/23,6/30/23,7/3/23,META,META 7/7/2023 Put $285.00,STO,2,$3.30 ,$659.98 
6/30/23,6/30/23,7/3/23,META,META 7/7/2023 Put $285.00,STO,1,$3.30 ,$329.98 
6/30/23,6/30/23,7/3/23,META,META 7/7/2023 Put $285.00,STO,1,$3.30 ,$329.98 
6/30/23,6/30/23,7/3/23,ADBE,ADBE 6/30/2023 Put $475.00,BTC,6,$0.13 ,($78.00)
6/30/23,6/30/23,7/3/23,ADBE,ADBE 6/30/2023 Put $470.00,STC,6,$0.08 ,$47.98 
6/29/23,6/29/23,6/30/23,ADBE,ADBE 6/30/2023 Put $475.00,STO,6,$0.90 ,$539.98 
6/29/23,6/29/23,6/30/23,ADBE,ADBE 6/30/2023 Put $470.00,BTO,6,$0.42 ,($252.00)
6/29/23,6/29/23,6/30/23,COIN,COIN 6/30/2023 Call $70.00,BTC,43,$4.07 ,"($17,501.00)"
6/29/23,6/29/23,6/30/23,COIN,COIN 6/30/2023 Call $70.00,BTC,100,$4.08 ,"($40,800.00)"
6/29/23,6/29/23,6/30/23,COIN,COIN 6/30/2023 Call $71.00,STC,100,$3.28 ,"$32,799.49 "
6/29/23,6/29/23,6/30/23,COIN,COIN 6/30/2023 Call $71.00,STC,43,$3.27 ,"$14,060.78 "
6/28/23,6/28/23,6/29/23,COIN,COIN 6/30/2023 Call $70.00,STO,79,$2.82 ,"$22,277.63 "
6/28/23,6/28/23,6/29/23,COIN,COIN 6/30/2023 Call $71.00,BTO,79,$2.29 ,"($18,091.00)"
6/28/23,6/28/23,6/29/23,COIN,COIN 6/30/2023 Call $70.00,STO,24,$3.15 ,"$7,559.87 "
6/28/23,6/28/23,6/29/23,COIN,COIN 6/30/2023 Call $71.00,BTO,24,$2.60 ,"($6,240.00)"
6/28/23,6/28/23,6/29/23,META,META 6/30/2023 Call $290.00,STC,7,$1.67 ,"$1,168.97 "
6/28/23,6/28/23,6/29/23,META,META 6/30/2023 Call $290.00,STC,6,$1.67 ,"$1,001.98 "
6/28/23,6/28/23,6/29/23,META,META 6/30/2023 Call $290.00,STC,4,$1.67 ,$667.98 
6/28/23,6/28/23,6/29/23,META,META 6/30/2023 Call $290.00,STC,11,$1.67 ,"$1,836.95 "
6/28/23,6/28/23,6/29/23,META,META 6/30/2023 Call $290.00,BTO,28,$2.74 ,"($7,672.00)"
6/28/23,6/28/23,6/29/23,COIN,COIN 6/30/2023 Call $70.00,STO,10,$3.57 ,"$3,569.95 "
6/28/23,6/28/23,6/29/23,COIN,COIN 6/30/2023 Call $71.00,BTO,10,$3.02 ,"($3,020.00)"
6/28/23,6/28/23,6/29/23,COIN,COIN 6/30/2023 Call $70.00,STO,30,$2.47 ,"$7,409.87 "
6/28/23,6/28/23,6/29/23,COIN,COIN 6/30/2023 Call $71.00,BTO,30,$2.05 ,"($6,150.00)"
6/28/23,6/28/23,6/28/23,,Gold Fee,GOLD,,,($5.00)
6/27/23,6/27/23,6/28/23,,ACH Withdrawal,ACH,,,($23.00)
6/27/23,6/27/23,6/28/23,,ACH Withdrawal,ACH,,,($800.00)
6/27/23,6/27/23,6/28/23,TSLA,TSLA 6/30/2023 Put $235.00,STC,45,$1.52 ,"$6,839.83 "
6/27/23,6/27/23,6/28/23,TSLA,TSLA 6/30/2023 Put $235.00,STC,1,$1.52 ,$151.98 
6/27/23,6/27/23,6/28/23,TSLA,TSLA 6/30/2023 Put $235.00,STC,1,$1.52 ,$151.98 
6/27/23,6/27/23,6/28/23,TSLA,TSLA 6/30/2023 Put $235.00,STC,3,$1.52 ,$455.98 
6/27/23,6/27/23,6/28/23,TSLA,TSLA 6/30/2023 Put $235.00,BTO,37,$3.30 ,"($12,210.00)"
6/27/23,6/27/23,6/28/23,TSLA,TSLA 6/30/2023 Put $235.00,BTO,5,$3.30 ,"($1,650.00)"
6/27/23,6/27/23,6/28/23,TSLA,TSLA 6/30/2023 Put $235.00,BTO,4,$3.30 ,"($1,320.00)"
6/27/23,6/27/23,6/28/23,TSLA,TSLA 6/30/2023 Put $235.00,BTO,4,$3.30 ,"($1,320.00)"
6/26/23,6/26/23,6/27/23,CRWD,CRWD 6/30/2023 Put $139.00,STC,5,$1.08 ,$539.98 
6/26/23,6/26/23,6/27/23,CRWD,CRWD 6/30/2023 Put $140.00,BTC,5,$1.42 ,($710.00)
6/26/23,6/26/23,6/27/23,META,META 6/30/2023 Put $282.50,STC,10,$5.27 ,"$5,269.93 "
6/26/23,6/26/23,6/27/23,META,META 6/30/2023 Put $285.00,BTC,10,$6.77 ,"($6,770.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $257.50,STC,65,$2.45 ,"$15,924.71 "
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $257.50,STC,22,$2.45 ,"$5,389.90 "
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $257.50,STC,8,$2.45 ,"$1,959.96 "
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $255.00,BTC,22,$3.05 ,"($6,710.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $255.00,BTC,8,$3.05 ,"($2,440.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $255.00,BTC,65,$3.05 ,"($19,825.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $257.50,BTO,9,$5.53 ,"($4,977.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $257.50,BTO,4,$5.53 ,"($2,212.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $257.50,BTO,4,$5.53 ,"($2,212.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $257.50,BTO,4,$5.53 ,"($2,212.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $257.50,BTO,4,$5.53 ,"($2,212.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $257.50,BTO,4,$5.53 ,"($2,212.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $257.50,BTO,4,$5.53 ,"($2,212.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $257.50,BTO,4,$5.53 ,"($2,212.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $255.00,STO,4,$6.58 ,"$2,631.96 "
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $255.00,STO,4,$6.58 ,"$2,631.96 "
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $255.00,STO,4,$6.58 ,"$2,631.96 "
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $255.00,STO,9,$6.58 ,"$5,921.93 "
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $255.00,STO,4,$6.58 ,"$2,631.96 "
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $255.00,STO,4,$6.58 ,"$2,631.96 "
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $255.00,STO,4,$6.58 ,"$2,631.96 "
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $257.50,BTO,4,$5.53 ,"($2,212.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $257.50,BTO,54,$5.53 ,"($29,862.00)"
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $255.00,STO,4,$6.58 ,"$2,631.96 "
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $255.00,STO,54,$6.58 ,"$35,531.58 "
6/26/23,6/26/23,6/27/23,TSLA,TSLA 6/30/2023 Call $255.00,STO,4,$6.58 ,"$2,631.96 "
6/23/23,6/23/23,6/26/23,META,META 6/30/2023 Put $282.50,BTO,3,$3.25 ,($975.00)
6/23/23,6/23/23,6/26/23,META,META 6/30/2023 Put $285.00,STO,3,$4.30 ,"$1,289.97 "
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $260.00,BTC,20,$7.61 ,"($15,220.00)"
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $260.00,BTC,20,$7.61 ,"($15,220.00)"
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $260.00,BTC,20,$7.61 ,"($15,220.00)"
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $260.00,BTC,20,$7.61 ,"($15,220.00)"
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $257.50,STC,20,$6.33 ,"$12,659.84 "
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $257.50,STC,20,$6.33 ,"$12,659.84 "
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $257.50,STC,20,$6.33 ,"$12,659.84 "
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $257.50,STC,20,$6.33 ,"$12,659.84 "
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $260.00,BTC,20,$7.61 ,"($15,220.00)"
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $257.50,STC,20,$6.33 ,"$12,659.84 "
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $260.00,STO,30,$6.33 ,"$18,989.77 "
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $260.00,STO,30,$6.33 ,"$18,989.77 "
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $257.50,BTO,30,$5.23 ,"($15,690.00)"
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $257.50,BTO,30,$5.23 ,"($15,690.00)"
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $260.00,STO,40,$6.33 ,"$25,319.69 "
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $257.50,BTO,40,$5.23 ,"($20,920.00)"
6/23/23,6/23/23,6/26/23,COIN,COIN 6/30/2023 Call $55.00,BTC,10,$7.07 ,"($7,070.00)"
6/23/23,6/23/23,6/26/23,COIN,COIN 6/30/2023 Call $58.00,STC,10,$4.77 ,"$4,769.94 "
6/23/23,6/23/23,6/26/23,META,META 6/30/2023 Call $300.00,STC,1,$1.70 ,$169.98 
6/23/23,6/23/23,6/26/23,META,META 6/30/2023 Call $300.00,STC,90,$1.70 ,"$15,299.65 "
6/23/23,6/23/23,6/26/23,META,META 6/30/2023 Call $300.00,STC,1,$1.70 ,$169.98 
6/23/23,6/23/23,6/26/23,META,META 6/30/2023 Call $300.00,BTO,24,$0.99 ,"($2,376.00)"
6/23/23,6/23/23,6/26/23,META,META 6/30/2023 Call $300.00,BTO,1,$0.99 ,($99.00)
6/23/23,6/23/23,6/26/23,META,META 6/30/2023 Call $300.00,BTO,1,$0.99 ,($99.00)
6/23/23,6/23/23,6/26/23,META,META 6/30/2023 Call $300.00,BTO,36,$0.99 ,"($3,564.00)"
6/23/23,6/23/23,6/26/23,META,META 6/30/2023 Call $300.00,BTO,30,$0.99 ,"($2,970.00)"
6/23/23,6/23/23,6/26/23,CRWD,CRWD 6/30/2023 Put $139.00,BTO,2,$1.36 ,($272.00)
6/23/23,6/23/23,6/26/23,CRWD,CRWD 6/30/2023 Put $139.00,BTO,3,$1.36 ,($408.00)
6/23/23,6/23/23,6/26/23,CRWD,CRWD 6/30/2023 Put $140.00,STO,3,$1.66 ,$497.98 
